strain	clade
Netherlands/NoordHolland_2/2020	G
Netherlands/NA_95/2020	G
Netherlands/ZuidHolland_103/2020	G
Netherlands/Utrecht_22/2020	G
Netherlands/Utrecht_1363564/2020	G
Netherlands/Utrecht_1363628/2020	G
Netherlands/Utrecht_6/2020	G
Netherlands/Utrecht_16/2020	D
Netherlands/Utrecht_17/2020	D
Netherlands/NoordBrabant_20/2020	D
Netherlands/NoordBrabant_25/2020	D
Netherlands/NoordBrabant_37/2020	D
Netherlands/NoordBrabant_69/2020	D
Netherlands/NoordBrabant_22/2020	D
Netherlands/NoordBrabant_23/2020	D
Netherlands/NoordBrabant_73/2020	D
Netherlands/NoordBrabant_56/2020	D
Netherlands/NoordBrabant_6/2020	D
Netherlands/Utrecht_18/2020	D
Netherlands/NoordBrabant_46/2020	D
Netherlands/NoordBrabant_76/2020	D
Netherlands/NA_97/2020	D
Netherlands/NoordBrabant_77/2020	D
Netherlands/NoordBrabant_95/2020	D
Netherlands/NoordBrabant_87/2020	D
Netherlands/NoordBrabant_94/2020	D
Netherlands/NoordBrabant_24/2020	D
Netherlands/NoordBrabant_38/2020	D
Netherlands/NoordBrabant_72/2020	D
Netherlands/NoordBrabant_75/2020	D
Netherlands/NoordHolland_31/2020	D
Netherlands/NoordBrabant_80/2020	D
Netherlands/NoordBrabant_27/2020	D
Netherlands/NoordBrabant_28/2020	D
Netherlands/NoordBrabant_29/2020	D
Netherlands/NoordBrabant_79/2020	D
Netherlands/NoordBrabant_83/2020	D
Netherlands/NoordBrabant_82/2020	D
Netherlands/NoordBrabant_99/2020	D
Netherlands/NoordBrabant_35/2020	D
Netherlands/NoordBrabant_30/2020	D
Netherlands/NoordBrabant_32/2020	D
Netherlands/NoordBrabant_92/2020	D
Netherlands/NoordBrabant_97/2020	D
Netherlands/ZuidHolland_21/2020	D
Netherlands/NoordBrabant_93/2020	D
Netherlands/Naarden_1364774/2020	D
Netherlands/Rotterdam_1364040/2020	D
Netherlands/NoordBrabant_48/2020	D
Netherlands/NoordBrabant_18/2020	D
Netherlands/NoordBrabant_19/2020	D
Netherlands/NoordBrabant_44/2020	D
Netherlands/NoordBrabant_68/2020	D
Netherlands/NoordBrabant_57/2020	D
Netherlands/NoordBrabant_11/2020	D
Netherlands/Oss_1363500/2020	D
Netherlands/NoordBrabant_42/2020	D
Netherlands/Tilburg_1363354/2020	D
Netherlands/Utrecht_12/2020	D
Netherlands/NoordBrabant_10/2020	D
Netherlands/NoordBrabant_12/2020	D
Netherlands/NoordBrabant_49/2020	D
Netherlands/NoordBrabant_52/2020	D
Netherlands/NoordBrabant_60/2020	D
Netherlands/Nieuwendijk_1363582/2020	D
Netherlands/NoordBrabant_54/2020	D
Netherlands/NoordBrabant_47/2020	D
Netherlands/ZuidHolland_16/2020	D
Netherlands/Utrecht_19/2020	D
Netherlands/NoordBrabant_31/2020	D
Iceland/263/2020	D
Iceland/220/2020	D
Iceland/248/2020	D
Iceland/163/2020	G
Iceland/164/2020	G
Iceland/176/2020	G
Iceland/183/2020	G
Iceland/184/2020	G
Iceland/211/2020	G
Iceland/209/2020	G
Iceland/241/2020	G
Iceland/214/2020	G
Iceland/254/2020	G
Iceland/312/2020	G
Iceland/282/2020	G
Iceland/224/2020	G
Iceland/237/2020	G
Iceland/308/2020	G
Iceland/226/2020	G
Iceland/165/2020	G
Iceland/167/2020	G
Iceland/175/2020	G
Iceland/179/2020	G
Iceland/180/2020	G
Iceland/185/2020	G
Iceland/201/2020	G
Iceland/205/2020	G
Iceland/221/2020	G
Iceland/245/2020	G
Iceland/258/2020	G
Iceland/260/2020	G
Iceland/269/2020	G
Iceland/271/2020	G
Iceland/284/2020	G
Iceland/297/2020	G
Iceland/305/2020	G
Iceland/307/2020	G
Iceland/285/2020	G
Iceland/296/2020	G
Iceland/311/2020	G
Iceland/169/2020	G
Iceland/172/2020	G
Iceland/189/2020	G
Iceland/208/2020	G
Iceland/192/2020	G
Iceland/295/2020	G
Iceland/264/2020	G
Iceland/281/2020	G
Iceland/194/2020	G
Iceland/3/2020	G
Iceland/198/2020	G
Iceland/199/2020	G
Iceland/200/2020	G
Iceland/222/2020	G
Iceland/293/2020	G
Iceland/289/2020	G
Iceland/235/2020	G
Iceland/168/2020	G
Iceland/177/2020	G
Iceland/304/2020	G
Iceland/20/2020	G
Iceland/161/2020	G
Iceland/173/2020	G
Iceland/197/2020	G
Iceland/215/2020	G
Iceland/216/2020	G
Iceland/219/2020	G
Iceland/234/2020	G
Iceland/25/2020	G
Iceland/268/2020	G
Iceland/302/2020	G
Iceland/31/2020	G
Iceland/291/2020	G
Iceland/217/2020	G
Iceland/286/2020	G
Iceland/227/2020	G
Iceland/30/2020	G
Iceland/213/2020	G
Iceland/300/2020	G
Iceland/212/2020	G
Iceland/270/2020	G
Iceland/231/2020	G
Iceland/251/2020	G
Iceland/310/2020	G
Iceland/265/2020	G
Iceland/266/2020	G
Iceland/178/2020	G
Iceland/204/2020	G
Iceland/236/2020	G
Iceland/239/2020	G
Iceland/186/2020	G
Iceland/19/2020	G
Iceland/22/2020	G
Iceland/26/2020	G
Iceland/238/2020	G
Iceland/303/2020	G
Iceland/233/2020	G
Iceland/24/2020	G
Iceland/21/2020	G
Iceland/23/2020	G
Iceland/218/2020	G
Iceland/187/2020	G
Iceland/243/2020	G
Iceland/267/2020	G
Iceland/290/2020	G
Iceland/253/2020	G
Iceland/313/2020	G
Iceland/257/2020	G
Iceland/28/2020	G
Iceland/207/2020	G
Iceland/228/2020	G
Iceland/182/2020	D
Iceland/190/2020	D
Iceland/195/2020	D
Iceland/249/2020	D
Iceland/287/2020	D
Iceland/259/2020	D
Iceland/29/2020	D
Iceland/276/2020	D
Iceland/298/2020	D
Iceland/299/2020	D
Iceland/170/2020	D
Iceland/174/2020	D
Iceland/223/2020	D
Iceland/230/2020	D
Iceland/240/2020	D
Iceland/277/2020	D
Iceland/278/2020	D
Iceland/202/2020	D
Iceland/279/2020	D
Iceland/203/2020	D
Iceland/246/2020	D
Iceland/196/2020	D
Iceland/206/2020	D
Iceland/252/2020	D
Iceland/262/2020	D
Iceland/283/2020	D
Iceland/292/2020	D
Iceland/273/2020	D
Iceland/275/2020	D
Iceland/225/2020	D
Iceland/256/2020	D
Iceland/272/2020	G
Iceland/280/2020	G
Iceland/188/2020	G
Iceland/294/2020	G
Iceland/18/2020	G
Iceland/17/2020	G
Iceland/2/2020	G
Iceland/250/2020	G
USA/WA-UW70/2020	D
USA/WA18-UW14/2020	D
USA/WA2/2020	D
USA/WA6-UW3/2020	D
USA/WA1/2020	D
USA/WA_0422/2020	D
USA/WA_0447/2020	D
USA/WA_0711/2020	D
USA/WA_0427/2020	D
USA/WA_0428/2020	D
USA/WA_0434/2020	D
USA/WA_0440/2020	D
USA/WA_0448/2020	D
USA/WA_0478/2020	D
USA/WA_0484/2020	D
USA/WA_0457/2020	D
USA/WA_0441/2020	D
USA/WA_5030/2020	D
USA/WA12-UW8/2020	D
USA/WA4-UW2/2020	D
USA/WA-UW68/2020	D
USA/WA17-UW13/2020	D
USA/WA-UW66/2020	D
USA/WA-UW63/2020	D
USA/WA-UW92/2020	D
USA/WA-UW99/2020	D
USA/WA-UW77/2020	D
USA/WA-UW62/2020	D
USA/WA-UW79/2020	D
USA/WA-UW75/2020	D
USA/WA8-UW5/2020	D
USA/WA9-UW6/2020	D
USA/WA-UW71/2020	D
USA/WA-UW83/2020	D
USA/WA-UW98/2020	D
USA/WA-UW73/2020	G
USA/WI-08/2020	G
USA/WI-17/2020	G
USA/WI-26/2020	G
USA/WA-UW64/2020	D
USA/WA-UW80/2020	D
USA/WA-UW95/2020	D
USA/WA-UW89/2020	D
USA/WA-UW74/2020	D
USA/WA-UW69/2020	G
USA/WA-UW96/2020	G
USA/WA-UW78/2020	G
USA/WI-02/2020	G
USA/WI-100/2020	G
USA/WI-103/2020	G
USA/WI-107/2020	G
USA/WI-40/2020	G
USA/WI-45/2020	G
USA/WI-46/2020	G
USA/WI-122/2020	G
USA/WI-27/2020	G
USA/WI-120/2020	G
USA/WI-32/2020	G
USA/WI-35/2020	G
USA/WI-101/2020	G
USA/WI-124/2020	G
USA/WI-130/2020	G
USA/WI-141/2020	G
USA/WI-147/2020	G
USA/WI-112/2020	G
USA/WI-135/2020	G
USA/WI-152/2020	G
USA/WI-128/2020	G
USA/WI-145/2020	G
USA/WI-102/2020	G
USA/WI-104/2020	G
USA/WI-11/2020	G
USA/WI-125/2020	G
USA/WI-142/2020	G
USA/WI-31/2020	G
USA/WI-118/2020	G
USA/WI-105/2020	G
USA/WI-29/2020	G
USA/WI-44/2020	G
USA/WI-41/2020	G
USA/WI-111/2020	G
USA/WI-12/2020	G
USA/WI-19/2020	G
USA/WI-14/2020	G
USA/WI-21/2020	G
USA/WI-123/2020	G
USA/WI-140/2020	G
USA/WI-121/2020	G
USA/WI-106/2020	G
USA/WI-109/2020	G
USA/WI-134/2020	G
USA/WI-151/2020	G
USA/WI-131/2020	G
USA/WI-148/2020	G
USA/WI-108/2020	G
USA/WI-115/2020	G
USA/WI-18/2020	G
USA/WI-36/2020	G
USA/WI-37/2020	G
USA/WI-110/2020	G
USA/WI-136/2020	G
USA/WI-137/2020	G
USA/WI-138/2020	G
USA/WI-153/2020	G
USA/WI-154/2020	G
USA/WI-133/2020	G
USA/WI-150/2020	G
USA/WI-30/2020	G
USA/WI-127/2020	G
USA/WI-144/2020	G
USA/WI-113/2020	G
USA/WI-114/2020	G
USA/WI-16/2020	G
USA/WI-24/2020	G
USA/WI-13/2020	G
USA/WI-42/2020	G
USA/WI-139/2020	G
USA/WI-155/2020	G
USA/WI-116/2020	D
USA/WI-34/2020	D
USA/WI-129/2020	D
USA/WI-146/2020	D
USA/WI-22/2020	D
USA/WI-117/2020	D
USA/WI-38/2020	D
USA/WI-132/2020	D
USA/WI-149/2020	D
USA/WI-15/2020	D
USA/WI-23/2020	D
USA/WI-39/2020	D
USA/WI-47/2020	D
USA/WI-25/2020	D
USA/WI-43/2020	D
USA/WI-06/2020	D
USA/WI-07/2020	D
USA/WI-04/2020	G
USA/WI-05/2020	G
USA/WI-09/2020	D
USA/WI-03/2020	G
USA/WI-10/2020	G
USA/WA-UW82/2020	G
USA/WI-126/2020	D
USA/WI-143/2020	D
USA/WI-28/2020	D
USA/WI-33/2020	D
USA/WA3-UW1/2020	D
USA/WA-UW90/2020	D
USA/WA14-UW10/2020	D
USA/WA-UW72/2020	D
USA/WA13-UW9/2020	D
Hangzhou/HZ91/2020	D
Hangzhou/ZJU-05/2020	D
Hangzhou/HZCDC0001/2020	D
Hangzhou/HZCDC0048/2020	D
Hangzhou/HZCDC0048L/2020	D
Hangzhou/HZCDC0049L/2020	D
Hangzhou/HZCDC0090/2020	D
Hangzhou/HZCDC0090L/2020	D
Hangzhou/HZCDC0091L/2020	D
Hangzhou/HZCDC0119/2020	D
Hangzhou/HZCDC0135/2020	D
Hangzhou/HZCDC0091/2020	D
Hangzhou/HZCDC6706/2020	D
Hangzhou/HZCDC0162/2020	D
Hangzhou/HZCDC0012/2020	D
Hangzhou/HZCDC0013/2020	D
Hangzhou/HZCDC0025/2020	D
Hangzhou/HZCDC0167/2020	D
Hangzhou/HZCDC6789/2020	D
HongKong/VB20017970/2020	D
Hungary/2/2020	G
Hungary/mbl1/2020	G
Hungary/49/2020	G
HongKong/VB20024950/2020	D
HongKong/VM20002493/2020	D
HongKong/VM20002507/2020	D
HongKong/VM20002582/2020	D
HongKong/VM20002868/2020	D
HongKong/VM20002907/2020	D
HongKong/VM20002849/2020	D
HongKong/VB20026565/2020	D
Hangzhou/ZJU-03/2020	D
Hangzhou/ZJU-02/2020	D
Hangzhou/ZJU-07/2020	D
HongKong/CUHK1/2020	D
Hangzhou/ZJU-04/2020	D
HongKong/HKPU12_2201/2020	D
HongKong/HKPU17_2201/2020	D
HongKong/HKPU28_3001/2020	D
HongKong/HKPU52-3101/2020	D
HongKong/HKPU48-0202/2020	D
HongKong/HKPU19_0402/2020	D
HongKong/HKPU57-0702/2020	D
HongKong/HKPU60-0802/2020	D
HongKong/HKPU66-2501/2020	D
HongKong/HKPU6_2101/2020	D
Iceland/142/2020	D
HongKong/HKPU63-1402/2020	D
HongKong/HKPU49-3001/2020	D
Iceland/1/2020	G
Iceland/10/2020	G
Iceland/117/2020	G
Iceland/128/2020	G
Iceland/139/2020	G
Iceland/152/2020	G
Iceland/100/2020	G
Iceland/102/2020	G
Iceland/112/2020	G
Iceland/137/2020	G
Iceland/103/2020	G
Iceland/14/2020	G
Iceland/107/2020	G
Iceland/111/2020	G
Iceland/149/2020	G
Iceland/108/2020	G
Iceland/133/2020	G
Iceland/155/2020	G
Iceland/127/2020	G
Iceland/150/2020	G
Iceland/106/2020	G
Iceland/110/2020	G
Iceland/158/2020	G
Iceland/132/2020	G
Iceland/159/2020	G
Iceland/134/2020	G
Iceland/157/2020	G
Iceland/124/2020	G
Iceland/115/2020	D
Iceland/120/2020	D
Iceland/151/2020	D
Iceland/116/2020	D
Iceland/119/2020	D
Iceland/135/2020	D
HongKong/HKPU54-0302/2020	D
HongKong/HKPU2_1801/2020	D
HongKong/HKPU53-0802/2020	D
Iceland/11/2020	G
Iceland/123/2020	G
Iceland/121/2020	G
Iceland/146/2020	G
Iceland/15/2020	G
Iceland/130/2020	G
Iceland/144/2020	G
Iceland/153/2020	G
Iceland/12/2020	G
Iceland/136/2020	D
Iceland/140/2020	D
Iceland/138/2020	D
Hangzhou/ZJU-08/2020	D
Hangzhou/ZJU-09/2020	D
Iceland/141/2020	D
Iceland/125/2020	G
HongKong/HKPU102_2802/2020	D
HongKong/HKPU23_2601/2020	D
HongKong/HKPU27_3001/2020	D
HongKong/HKPU29_0102/2020	D
HongKong/HKPU30_2901/2020	D
HongKong/HKPU35_0402/2020	D
HongKong/HKPU39-3001/2020	D
HongKong/HKPU40-2801/2020	D
HongKong/HKPU43-0202/2020	D
HongKong/HKPU44-0102/2020	D
HongKong/HKPU33_0202/2020	D
HongKong/HKPU_2801/2020	D
HongKong/HKPU36-0702/2020	D
HongKong/HKPU32_0402/2020	D
HongKong/HKPU41-0802/2020	D
HongKong/HKPU34_3001/2020	D
HongKong/HKPU45-0502/2020	D
HongKong/HKPU38-3001/2020	D
HongKong/HKPU64-1202/2020	D
HongKong/HKPU83-1702/2020	D
HongKong/HKPU89-2502/2020	D
HongKong/HKPU65-1202/2020	D
HongKong/HKPU91-2002/2020	D
HongKong/HKPU74-1302/2020	D
HongKong/HKPU73-0802/2020	D
HongKong/HKPU90-1602/2020	D
HongKong/HKPU20_3001/2020	D
HongKong/HKPU42-0302/2020	D
Hangzhou/ZJU-06/2020	D
Hangzhou/ZJU-010/2020	D
Hangzhou/ZJU-011/2020	D
HongKong/HKPU76-0802/2020	D
HongKong/HKPU61-0202/2020	D
HongKong/HKPU70-1302/2020	D
Hangzhou/ZJU-01/2020	D
Iceland/13/2020	D
HongKong/HKPU1_2101/2020	D
HongKong/VM20001061/2020	D
Iceland/147/2020	G
Iceland/101/2020	G
Iceland/16/2020	G
HongKong/XM-PII-S4/2020	D
HongKong/HKPU92-1302/2020	D
HongKong/HKPU86-1802/2020	D
Iceland/113/2020	G
Iceland/114/2020	G
Iceland/122/2020	G
HongKong/HKPU84-2502/2020	D
Wuhan-Hu-1/2019	D
Wales/PHWC-2663F/2020	G
Wales/PHWC-26F25/2020	G
Wales/PHWC-270B8/2020	G
Wales/PHWC-26918/2020	G
Wales/PHWC-26FCB/2020	G
Wales/PHWC-26C00/2020	G
Wales/PHWC-26D49/2020	G
Wales/PHWC-26954/2020	G
Wales/PHWC-264F9/2020	G
Wales/PHWC-2706D/2020	G
Wales/PHWC-26ECE/2020	G
Wales/PHWC-2672D/2020	G
Wales/PHWC-26F8F/2020	G
Wales/PHWC-2675A/2020	G
Wales/PHWC-2680C/2020	G
Wales/PHWC-26FBC/2020	G
Wales/PHWC-269AF/2020	G
Wales/PHWC-26839/2020	G
Wales/PHWC-268A2/2020	G
Wales/PHWC-269CD/2020	G
Wales/PHWC-26E73/2020	G
Wales/PHWC-26E37/2020	G
Wales/PHWC-2705E/2020	G
Wales/PHWC-26963/2020	G
Wales/PHWC-26BF4/2020	G
Wales/PHWC-26F16/2020	G
Wales/PHWC-2681B/2020	G
Wales/PHWC-2682A/2020	G
Wales/PHWC-26F9E/2020	G
Wales/PHWC-27030/2020	G
Wales/PHWC-26848/2020	G
Wales/PHWC-270C7/2020	G
Wales/PHWC-26C5B/2020	G
Wales/PHWC-26F61/2020	G
Wales/PHWC-26EA0/2020	G
Wales/PHWC-2649F/2020	G
Wales/PHWC-26514/2020	G
Wales/PHWC-2674B/2020	G
Wales/PHWC-2716A/2020	G
Wales/PHWC-266D5/2020	G
Wales/PHWC-26981/2020	G
Wales/PHWC-27100/2020	G
Wales/PHWC-266B7/2020	G
Wales/PHWC-266C6/2020	G
Wales/PHWC-26E19/2020	G
Wales/PHWC-2704F/2020	G
Wales/PHWC-26A15/2020	G
Wales/PHWC-26BD6/2020	G
Wales/PHWC-267B4/2020	G
Wales/PHWC-26972/2020	G
Wales/PHWC-26E55/2020	G
Wales/PHWC-26990/2020	G
Wales/PHWC-26D3A/2020	G
Wales/PHWC-26DC1/2020	G
Wales/PHWC-26F07/2020	G
Wales/PHWC-26E64/2020	G
Wales/PHWC-26E46/2020	G
Wales/PHWC-26C1F/2020	G
Wales/PHWC-26F34/2020	G
Wales/PHWC-26EBF/2020	G
Wales/PHWC-264BD/2020	G
Wales/PHWC-26BC7/2020	G
Wales/PHWC-26CB5/2020	other
Wales/PHWC-26FF8/2020	G
Wales/PHWC-264DB/2020	D
Wales/PHWC-26550/2020	D
Wales/PHWC-265E7/2020	D
Wales/PHWC-268FD/2020	D
Wales/PHWC-26541/2020	D
Wales/PHWC-26EDD/2020	D
Wales/PHWC-264EA/2020	D
Wales/PHWC-26A9D/2020	other
Wales/PHWC-26E0A/2020	D
Wales/PHWC-2665D/2020	D
Wales/PHWC-26EFB/2020	D
Wales/PHWC-26FE9/2020	D
Wales/PHWC-26D76/2020	D
Wales/PHWC-26C97/2020	D
Wales/PHWC-26CA6/2020	D
Wales/PHWC-26DA3/2020	D
Wales/PHWC-26FAD/2020	D
Wales/PHWC-2659C/2020	D
Wales/PHWC-26A06/2020	D
Wales/PHWC-26A7F/2020	D
Wales/PHWC-26C79/2020	D
Wales/PHWC-26CC4/2020	D
Wales/PHWC-26C6A/2020	D
Wales/PHWC-26D85/2020	D
Wales/PHWC-26A60/2020	D
Wales/PHWC-26480/2020	G
Wales/PHWC-266A8/2020	G
Wales/PHWC-26C3D/2020	G
Wales/PHWC-26EEC/2020	G
Wales/PHWC-267E1/2020	G
Wales/PHWC-26532/2020	G
Wales/PHWC-26769/2020	G
Wales/PHWC-26927/2020	G
Wales/PHWC-26B9A/2020	G
Wales/PHWC-2712E/2020	G
Wales/PHWC-265AB/2020	G
Wales/PHWC-267D2/2020	G
Wales/PHWC-26602/2020	G
Wales/PHWC-26D58/2020	G
Wales/PHWC-265D8/2020	G
Wales/PHWC-26ABB/2020	G
Wales/PHWC-2671E/2020	G
Wales/PHWC-268B1/2020	G
Wales/PHWC-267C3/2020	G
Wales/PHWC-26B12/2020	G
Wales/PHWC-26620/2020	G
Wales/PHWC-26AAC/2020	G
Wales/PHWC-26B8B/2020	G
Wales/PHWC-26AF7/2020	G
Wales/PHWC-26D94/2020	G
Wales/PHWC-2708B/2020	G
Wales/PHWC-26C2E/2020	G
Wales/PHWC-26611/2020	G
Wales/PHWC-2667B/2020	G
Wales/PHWC-26B21/2020	G
Wales/PHWC-26B7C/2020	G
Wales/PHWC-27021/2020	G
Wales/PHWC-26875/2020	D
Wales/PHWC-26909/2020	D
Wuhan/HBCDC-HB-01/2019	D
Wales/PHWC-26D67/2020	D
Wales/PHWC-2707C/2020	D
Wales/PHWC-2709A/2020	D
Wales/PHWC-2711F/2020	D
Wales/PHWC-26787/2020	G
Wales/PHWC-265F6/2020	G
Wales/PHWC-26866/2020	D
Wales/PHWC-26C88/2020	D
Wales/PHWC-26F52/2020	D
Wales/PHWC-26B4F/2020	G
Wales/PHWC-26462/2020	G
Wales/PHWC-26699/2020	G
Wales/PHWC-269EB/2020	G
Wales/PHWC-269FA/2020	G
Wales/PHWC-26A33/2020	G
Wales/PHWC-2670F/2020	G
Wales/PHWC-26936/2020	G
Wales/PHWC-26945/2020	D
Wales/PHWC-26A8E/2020	G
Wales/PHWC-26AD9/2020	G
Wales/PHWC-2668A/2020	D
Wales/PHWC-26AE8/2020	G
Wales/PHWC-268C0/2020	G
Wales/PHWC-264AE/2020	G
Wales/PHWC-26505/2020	G
England/20134077404/2020	D
England/20132005104/2020	D
England/20134000704/2020	G
England/201360175/2020	G
England/20129166204/2020	G
England/20134021504/2020	G
England/20134021804/2020	G
England/20130049704/2020	G
England/20130062504/2020	G
England/20132068304/2020	G
England/20130051104/2020	G
England/20132004504/2020	G
England/20134082004/2020	G
England/20132004904/2020	G
England/201360139/2020	G
England/20132053902/2020	G
England/20134017504/2020	G
England/20130061304/2020	G
England/20136096504/2020	G
England/20132049202/2020	G
England/201380055/2020	G
England/20134002904/2020	G
England/20134019102/2020	G
England/201360217/2020	G
England/20131103204/2020	G
England/20132021004/2020	G
England/201360299/2020	G
England/201360276/2020	G
England/201360296/2020	G
England/201360317/2020	G
England/201380063/2020	G
England/20129177404/2020	G
England/20136087804/2020	G
England/20129096704/2020	G
England/20129174704/2020	G
England/20129174804/2020	G
England/20134007004/2020	G
England/20136008004/2020	G
England/201361022/2020	G
England/20136096804/2020	G
England/20130092204/2020	G
England/20130051704/2020	G
England/201360016/2020	G
England/20130092504/2020	G
England/20132091704/2020	G
England/20132023004/2020	G
England/20134078804/2020	G
England/201360136/2020	G
England/201360170/2020	G
England/20132091504/2020	G
England/20134068704/2020	G
England/20134017904/2020	G
England/20132052902/2020	G
England/201360281/2020	G
England/20132082404/2020	G
England/20134024204/2020	G
England/20136006402/2020	G
England/201360037/2020	G
England/20130036704/2020	G
England/20132023604/2020	G
England/20129126204/2020	G
England/20130093704/2020	G
England/20129133904/2020	D
England/20132035904/2020	D
England/20132002304/2020	D
England/20132067304/2020	D
England/20132082504/2020	D
England/20134009504/2020	D
England/20134060904/2020	D
England/201380040/2020	D
England/20132017604/2020	D
England/20134027504/2020	D
England/201360117/2020	D
England/201360191/2020	D
England/20130052204/2020	D
England/201360001/2020	D
England/20129174404/2020	D
England/20129171504/2020	D
England/20134005304/2020	D
England/20134040803/2020	D
England/20134020104/2020	D
England/201360171/2020	D
England/20130087204/2020	D
England/20132066804/2020	D
England/20132099304/2020	G
England/20134025504/2020	D
England/20134067904/2020	D
England/20134060804/2020	D
England/201360249/2020	D
England/20136088702/2020	D
England/20132082104/2020	D
England/20132027404/2020	D
England/20129109104/2020	G
England/20134019402/2020	G
England/201360067/2020	G
England/20129176304/2020	D
England/20129177704/2020	D
England/20130034404/2020	D
England/20130092004/2020	D
England/201340860/2020	D
England/20129170304/2020	D
England/20129176804/2020	D
England/20134009604/2020	D
England/20129174304/2020	D
England/20131103004/2020	D
England/20132050802/2020	G
England/20136097704/2020	G
England/20129111904/2020	D
England/20134001704/2020	D
England/20134001304/2020	D
England/20134021004/2020	D
England/20134011704/2020	D
England/201380025/2020	D
England/20130073404/2020	D
England/20130073704/2020	D
England/20132080004/2020	D
England/20132080104/2020	D
England/20129111704/2020	G
England/20129158804/2020	G
England/20134059704/2020	G
England/20136100204/2020	G
England/20130071804/2020	G
England/20132079304/2020	D
England/20134004104/2020	D
England/20134019904/2020	G
England/201300935/2020	D
England/20132108104/2020	G
England/20134020004/2020	D
England/20130064804/2020	G
England/20132025004/2020	D
England/201361009/2020	D
England/20129147002/2020	D
England/20132072203/2020	G
England/20129173804/2020	D
England/20132024504/2020	D
England/20130071904/2020	D
England/20132003304/2020	G
England/20132087602/2020	G
England/20132001704/2020	other
England/20129141702/2020	D
England/20130055602/2020	G
England/201380001/2020	G
England/20132074102/2020	G
England/20129105304/2020	G
England/20132108204/2020	G
England/20134028004/2020	G
England/20130034604/2020	G
England/20132022304/2020	D
England/20130053004/2020	G
England/201360049/2020	G
Iceland/447/2020	D
Iceland/472/2020	D
Iceland/431/2020	D
Iceland/375/2020	D
Iceland/415/2020	D
Iceland/448/2020	D
Iceland/476/2020	D
Iceland/316/2020	G
Iceland/321/2020	G
Iceland/356/2020	G
Iceland/368/2020	G
Iceland/390/2020	G
Iceland/395/2020	G
Iceland/407/2020	G
Iceland/420/2020	G
Iceland/426/2020	G
Iceland/436/2020	G
Iceland/437/2020	G
Iceland/460/2020	G
Iceland/369/2020	G
Iceland/382/2020	G
Iceland/383/2020	G
Iceland/434/2020	G
Iceland/451/2020	G
Iceland/475/2020	G
Iceland/425/2020	G
Iceland/318/2020	G
Iceland/428/2020	G
Iceland/323/2020	G
Iceland/361/2020	G
Iceland/363/2020	G
Iceland/463/2020	G
Iceland/353/2020	G
Iceland/461/2020	G
Iceland/427/2020	G
Iceland/398/2020	G
Iceland/435/2020	G
Iceland/418/2020	G
Iceland/440/2020	G
Iceland/465/2020	G
Iceland/317/2020	G
Iceland/367/2020	G
Iceland/400/2020	G
Iceland/455/2020	G
Iceland/322/2020	G
Iceland/401/2020	G
Iceland/432/2020	G
Iceland/433/2020	G
Iceland/370/2020	G
Iceland/371/2020	G
Iceland/319/2020	G
Iceland/430/2020	G
Iceland/441/2020	G
Iceland/325/2020	G
Iceland/380/2020	G
Iceland/39/2020	G
Iceland/394/2020	G
Iceland/40/2020	G
Iceland/47/2020	G
Iceland/336/2020	G
Iceland/42/2020	G
Iceland/45/2020	G
Iceland/378/2020	G
Iceland/44/2020	G
Iceland/327/2020	G
Iceland/374/2020	G
Iceland/385/2020	G
Iceland/468/2020	G
Iceland/473/2020	G
Iceland/376/2020	G
Iceland/458/2020	G
Iceland/467/2020	G
Iceland/381/2020	G
Iceland/404/2020	G
Iceland/326/2020	D
Iceland/328/2020	D
Iceland/449/2020	D
Iceland/332/2020	D
Iceland/357/2020	D
Iceland/358/2020	D
Iceland/377/2020	D
Iceland/413/2020	D
Iceland/459/2020	D
Iceland/470/2020	D
Iceland/393/2020	D
Iceland/408/2020	D
Iceland/422/2020	D
Iceland/403/2020	D
Iceland/421/2020	D
Iceland/446/2020	D
Iceland/417/2020	D
Iceland/38/2020	D
Iceland/414/2020	D
Iceland/330/2020	D
Iceland/411/2020	D
Iceland/457/2020	D
Iceland/340/2020	D
Iceland/341/2020	D
Iceland/314/2020	G
Iceland/474/2020	G
Iceland/315/2020	G
Iceland/34/2020	G
Iceland/32/2020	G
Iceland/33/2020	G
Iceland/37/2020	G
Iceland/46/2020	G
Iceland/360/2020	G
Iceland/388/2020	G
Iceland/399/2020	G
Iceland/402/2020	G
Iceland/409/2020	G
Iceland/452/2020	G
Iceland/444/2020	G
Iceland/410/2020	G
Iceland/429/2020	G
Iceland/386/2020	G
Iceland/443/2020	G
Iceland/419/2020	G
Iceland/366/2020	G
Iceland/471/2020	G
Iceland/4/2020	G
Iceland/462/2020	G
Iceland/334/2020	G
Iceland/335/2020	G
Iceland/439/2020	G
Iceland/442/2020	G
Iceland/333/2020	G
Iceland/373/2020	G
Iceland/464/2020	G
Iceland/396/2020	G
Iceland/456/2020	G
Iceland/391/2020	G
Iceland/372/2020	D
Iceland/405/2020	D
Iceland/438/2020	D
Iceland/412/2020	D
Iceland/445/2020	D
Iceland/392/2020	G
Iceland/320/2020	D
Iceland/355/2020	D
Iceland/337/2020	D
Iceland/35/2020	G
Iceland/359/2020	G
Iceland/389/2020	G
Iceland/362/2020	G
Iceland/339/2020	D
Iceland/354/2020	D
Iceland/364/2020	G
Iceland/397/2020	G
